length (m),F_geo,V_trn,I_trn,V_out,I_out,E_pon,E_poff,E_crit,_IR_cips,IR_cips,A_scan,R_gb,R_t2m,R_t3m,D_dcvg,D_olre,F_type,F_id,D_clas,D_len,D_erf,D_dept,SRF_loc,N_ocd,S_srb,T_opr,C_pipe,Y_pipe,S_CR,Decision
"129,708",No Feature,100,50,16.50,8.50,1262,1143,,100,119,0.05,200,11826.008,8636.288,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,709",No Feature,100,50,16.50,8.50,1283,1165,,101,118,0.05,200,11828.52,8632.52,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,710",No Feature,100,50,16.50,8.50,1252,1148,,114,104,0.05,200,11831.032,8628.752,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,711",No Feature,100,50,16.50,8.50,1266,1154,,105,112,0.05,200,11833.544,8624.984,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,712",No Feature,100,50,16.50,8.50,1251,1135,,102,116,0.05,200,11836.056,8621.216,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,713",No Feature,100,50,16.50,8.50,1248,1153,,123,95,0.05,200,11838.568,8617.448,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,714",No Feature,100,50,16.50,8.50,1281,1164,,100,117,0.05,200,11841.08,8613.68,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,715",No Feature,100,50,16.50,8.50,1268,1158,,106,110,0.05,200,11843.592,8609.912,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,716",No Feature,100,50,16.50,8.50,1280,1159,,97,121,0.05,200,11846.104,8606.144,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,717",No Feature,100,50,16.50,8.50,1280,1155,,93,125,0.05,200,11848.616,8602.376,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,718",No Feature,100,50,16.50,8.50,1273,1168,,111,105,0.05,200,11851.128,8598.608,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,719",No Feature,100,50,16.50,8.50,1296,1175,,96,121,0.05,200,11853.64,8594.84,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,720",No Feature,100,50,16.50,8.50,1289,1162,,92,127,0.05,200,11856.152,8591.072,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,721",No Feature,100,50,16.50,8.50,1277,1170,,109,107,0.05,200,11858.664,8587.304,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,722",No Feature,100,50,16.50,8.50,1262,1146,,100,116,0.05,200,11861.176,8583.536,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,723",No Feature,100,50,16.50,8.50,1257,1144,,103,113,0.05,200,11863.688,8579.768,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,724",No Feature,100,50,16.50,8.50,1289,1173,,100,116,0.05,200,11866.2,8576,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,725",Tp129+725,100,50,16.50,8.50,1284,1159,,93,125,4.36,200,11868.712,8572.232,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,726",No Feature,100,50,16.50,8.50,1275,1157,,99,118,4.36,200,11871.224,8568.464,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,727",No Feature,100,50,16.50,8.50,1290,1175,,102,115,4.36,200,11873.736,8564.696,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,728",No Feature,100,50,16.50,8.50,1266,1165,,115,101,4.36,200,11876.248,8560.928,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,729",No Feature,100,50,16.50,8.50,1291,1170,,96,121,4.36,200,11878.76,8557.16,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,730",No Feature,100,50,16.50,8.50,1271,1151,,97,120,0.05,200,11881.272,8553.392,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,731",No Feature,100,50,16.50,8.50,1289,1176,,103,113,0.05,200,11883.784,8549.624,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,732",No Feature,100,50,16.50,8.50,1298,1178,,97,120,0.05,200,11886.296,8545.856,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,733",No Feature,100,50,16.50,8.50,1282,1181,,114,101,0.05,200,11888.808,8542.088,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,734",No Feature,100,50,16.50,8.50,1306,1189,,99,117,0.05,200,11891.32,8538.32,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,735",No Feature,100,50,16.50,8.50,1294,1158,,85,136,0.05,200,11893.832,8534.552,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,736",No Feature,100,50,16.50,8.50,1275,1159,,100,116,0.05,200,11896.344,8530.784,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,737",No Feature,100,50,16.50,8.50,1295,1183,,103,112,0.05,200,11898.856,8527.016,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,738",No Feature,100,50,16.50,8.50,1275,1161,,101,114,0.05,200,11901.368,8523.248,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,739",No Feature,100,50,16.50,8.50,1281,1175,,108,106,0.05,200,11903.88,8519.48,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,740",No Feature,100,50,16.50,8.50,1286,1174,,103,112,0.05,200,11906.392,8515.712,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,741",No Feature,100,50,16.50,8.50,1277,1167,,104,110,0.05,200,11908.904,8511.944,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,742",No Feature,100,50,16.50,8.50,1275,1175,,114,100,0.05,200,11911.416,8508.176,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,743",No Feature,100,50,16.50,8.50,1283,1163,,96,120,0.05,200,11913.928,8504.408,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,744",No Feature,100,50,16.50,8.50,1262,1159,,111,103,0.05,200,11916.44,8500.64,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,745",No Feature,100,50,16.50,8.50,1259,1148,,103,111,4.16,200,11918.952,8496.872,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,746",No Feature,100,50,16.50,8.50,1271,1157,,100,114,4.16,200,11921.464,8493.104,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,747",No Feature,100,50,16.50,8.50,1267,1171,,118,96,4.16,200,11923.976,8489.336,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,748",No Feature,100,50,16.50,8.50,1289,1174,,99,115,4.16,200,11926.488,8485.568,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,749",No Feature,100,50,16.50,8.50,1289,1160,,88,129,4.16,200,11929,8481.8,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,750",TP129+750,100,50,16.50,8.50,1288,1168,,95,120,0.05,200,11931.512,8478.032,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,751",No Feature,100,50,16.50,8.50,1286,1164,,94,122,0.05,200,11934.024,8474.264,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,752",No Feature,100,50,16.50,8.50,1274,1157,,98,117,0.05,200,11936.536,8470.496,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,753",No Feature,100,50,16.50,8.50,1286,1179,,107,107,0.05,200,11939.048,8466.728,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,754",No Feature,100,50,16.50,8.50,1292,1178,,100,114,0.05,200,11941.56,8462.96,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,755",No Feature,100,50,16.50,8.50,1271,1157,,100,114,0.05,200,11944.072,8459.192,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,756",No Feature,100,50,16.50,8.50,1290,1183,,106,107,0.05,200,11946.584,8455.424,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,757",No Feature,100,50,16.50,8.50,1291,1167,,92,124,0.05,200,11949.096,8451.656,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,758",No Feature,100,50,16.50,8.50,1299,1185,,100,114,0.05,200,11951.608,8447.888,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,759",No Feature,100,50,16.50,8.50,1306,1186,,95,120,0.05,200,11954.12,8444.12,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,760",No Feature,100,50,16.50,8.50,1290,1161,,89,129,0.05,200,11956.632,8440.352,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,761",No Feature,100,50,16.50,8.50,1280,1172,,106,108,0.05,200,11959.144,8436.584,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,762",No Feature,100,50,16.50,8.50,1293,1155,,83,138,0.05,200,11961.656,8432.816,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,763",No Feature,100,50,16.50,8.50,1277,1154,,94,123,0.05,200,11964.168,8429.048,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,764",No Feature,100,50,16.50,8.50,1307,1184,,94,123,0.05,200,11966.68,8425.28,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,765",No Feature,100,50,16.50,8.50,1308,1177,,88,131,0.05,200,11969.192,8421.512,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,766",No Feature,100,50,16.50,8.50,1280,1157,,94,123,0.05,200,11971.704,8417.744,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,767",No Feature,100,50,16.50,8.50,1297,1175,,95,122,0.05,200,11974.216,8413.976,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,768",No Feature,100,50,16.50,8.50,1275,1155,,97,120,0.05,200,11976.728,8410.208,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,769",No Feature,100,50,16.50,8.50,1286,1174,,104,112,0.05,200,11979.24,8406.44,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,770",No Feature,100,50,16.50,8.50,1292,1171,,97,121,0.05,200,11981.752,8402.672,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,771",No Feature,100,50,16.50,8.50,1281,1162,,98,119,0.05,200,11984.264,8398.904,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,772",No Feature,100,50,16.50,8.50,1296,1181,,102,115,0.05,200,11986.776,8395.136,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,773",No Feature,100,50,16.50,8.50,1271,1153,,100,118,0.05,200,11989.288,8391.368,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,774",No Feature,100,50,16.50,8.50,1285,1165,,99,120,0.05,200,11991.8,8387.6,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,775",No Feature,100,50,16.50,8.50,1285,1142,,83,143,0.05,200,11994.312,8383.832,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,776",No Feature,100,50,16.50,8.50,1261,1138,,97,123,0.05,200,11996.824,8380.064,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,777",No Feature,100,50,16.50,8.50,1282,1162,,100,120,0.05,200,11999.336,8376.296,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,778",No Feature,100,50,16.50,8.50,1280,1156,,97,124,0.05,200,12001.848,8372.528,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,779",No Feature,100,50,16.50,8.50,1283,1169,,105,114,0.05,200,12004.36,8368.76,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,780",No Feature,100,50,16.50,8.50,1288,1165,,98,123,0.05,200,12006.872,8364.992,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,781",No Feature,100,50,16.50,8.50,1273,1151,,99,122,0.05,200,12009.384,8361.224,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,782",No Feature,100,50,16.50,8.50,1271,1150,,100,121,0.05,200,12011.896,8357.456,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,783",No Feature,100,50,16.50,8.50,1295,1173,,99,122,0.05,200,12014.408,8353.688,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,784",No Feature,100,50,16.50,8.50,1279,1159,,101,120,0.05,200,12016.92,8349.92,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,785",No Feature,100,50,16.50,8.50,1294,1174,,101,120,0.05,200,12019.432,8346.152,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,786",No Feature,100,50,16.50,8.50,1294,1174,,101,120,0.05,200,12021.944,8342.384,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,787",No Feature,100,50,16.50,8.50,1290,1151,,88,139,0.05,200,12024.456,8338.616,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,788",No Feature,100,50,16.50,8.50,1276,1150,,97,126,0.05,200,12026.968,8334.848,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,789",No Feature,100,50,16.50,8.50,1307,1183,,99,124,0.05,200,12029.48,8331.08,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,790",No Feature,100,50,16.50,8.50,1284,1162,,100,122,0.05,200,12031.992,8327.312,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"129,791",No Feature,100,50,16.50,8.50,1298,1175,,100,123,0.05,200,12034.504,8323.544,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,792",No Feature,100,50,16.50,8.50,1299,1175,,99,124,0.05,200,12037.016,8319.776,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,793",No Feature,100,50,16.50,8.50,1276,1153,,100,123,0.05,200,12039.528,8316.008,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,794",No Feature,100,50,16.50,8.50,1273,1167,,115,106,0.05,200,12042.04,8312.24,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,795",No Feature,100,50,16.50,8.50,1290,1169,,101,121,0.05,200,12044.552,8308.472,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,796",No Feature,100,50,16.50,8.50,1267,1145,,100,122,0.05,200,12047.064,8304.704,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,797",No Feature,100,50,16.50,8.50,1291,1170,,100,121,0.05,200,12049.576,8300.936,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,798",No Feature,100,50,16.50,8.50,1291,1167,,98,124,0.05,200,12052.088,8297.168,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,799",No Feature,100,50,16.50,8.50,1261,1137,,98,124,0.05,200,12054.6,8293.4,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,800",No Feature,100,50,16.50,8.50,1281,1159,,100,122,0.05,200,12057.112,8289.632,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,801",No Feature,100,50,16.50,8.50,1289,1166,,99,123,0.05,200,12059.624,8285.864,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,802",No Feature,100,50,16.50,8.50,1267,1143,,99,124,0.05,200,12062.136,8282.096,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,803",No Feature,100,50,16.50,8.50,1292,1171,,101,121,0.05,200,12064.648,8278.328,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,804",No Feature,100,50,16.50,8.50,1291,1161,,95,130,0.05,200,12067.16,8274.56,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,805",No Feature,100,50,16.50,8.50,1263,1137,,97,126,0.05,200,12069.672,8270.792,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,806",No Feature,100,50,16.50,8.50,1283,1167,,105,116,0.05,200,12072.184,8267.024,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,807",No Feature,100,50,16.50,8.50,1291,1166,,98,125,0.05,200,12074.696,8263.256,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,808",No Feature,100,50,16.50,8.50,1276,1170,,115,106,0.05,200,12077.208,8259.488,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,809",No Feature,100,50,16.50,8.50,1313,1183,,94,130,0.05,200,12079.72,8255.72,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,810",No Feature,100,50,16.50,8.50,1309,1173,,90,136,0.05,200,12082.232,8251.952,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,811",No Feature,100,50,16.50,8.50,1299,1172,,97,127,0.05,200,12084.744,8248.184,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,812",No Feature,100,50,16.50,8.50,1314,1186,,96,128,0.05,200,12087.256,8244.416,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,813",No Feature,100,50,16.50,8.50,1296,1167,,96,129,0.05,200,12089.768,8240.648,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,814",No Feature,100,50,16.50,8.50,1305,1179,,98,126,0.05,200,12092.28,8236.88,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,815",No Feature,100,50,16.50,8.50,1306,1176,,95,130,0.05,200,12094.792,8233.112,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,816",No Feature,100,50,16.50,8.50,1287,1160,,98,127,0.05,200,12097.304,8229.344,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,817",No Feature,100,50,16.50,8.50,1305,1187,,105,118,0.05,200,12099.816,8225.576,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,818",No Feature,100,50,16.50,8.50,1310,1181,,96,129,0.05,200,12102.328,8221.808,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,819",No Feature,100,50,16.50,8.50,1295,1173,,101,122,0.05,200,12104.84,8218.04,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,820",No Feature,100,50,16.50,8.50,1297,1170,,97,127,0.05,200,12107.352,8214.272,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,821",No Feature,100,50,16.50,8.50,1275,1154,,102,121,0.05,200,12109.864,8210.504,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,822",No Feature,100,50,16.50,8.50,1297,1178,,104,119,0.05,200,12112.376,8206.736,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,823",No Feature,100,50,16.50,8.50,1302,1176,,98,126,0.05,200,12114.888,8202.968,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,824",No Feature,100,50,16.50,8.50,1282,1177,,118,105,0.05,200,12117.4,8199.2,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,825",No Feature,100,50,16.50,8.50,1303,1178,,99,125,0.05,200,12119.912,8195.432,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,826",No Feature,100,50,16.50,8.50,1301,1176,,99,125,0.05,200,12122.424,8191.664,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,827",No Feature,100,50,16.50,8.50,1299,1173,,98,126,0.05,200,12124.936,8187.896,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,828",No Feature,100,50,16.50,8.50,1291,1167,,100,124,0.05,200,12127.448,8184.128,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,829",No Feature,100,50,16.50,8.50,1298,1181,,106,117,0.05,200,12129.96,8180.36,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,830",No Feature,100,50,16.50,8.50,1273,1159,,108,114,0.05,200,12132.472,8176.592,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,831",No Feature,100,50,16.50,8.50,1273,1167,,116,106,0.05,200,12134.984,8172.824,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,832",No Feature,100,50,16.50,8.50,1285,1172,,108,113,0.05,200,12137.496,8169.056,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,833",No Feature,100,50,16.50,8.50,1281,1161,,102,120,0.05,200,12140.008,8165.288,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,834",No Feature,100,50,16.50,8.50,1276,1172,,117,104,0.05,200,12142.52,8161.52,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,835",No Feature,100,50,16.50,8.50,1299,1181,,103,118,0.05,200,12145.032,8157.752,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,836",No Feature,100,50,16.50,8.50,1277,1159,,103,118,0.05,200,12147.544,8153.984,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,837",No Feature,100,50,16.50,8.50,1287,1169,,103,118,0.05,200,12150.056,8150.216,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,838",No Feature,100,50,16.50,8.50,1293,1170,,99,123,0.05,200,12152.568,8146.448,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,839",No Feature,100,50,16.50,8.50,1260,1138,,100,122,0.05,200,12155.08,8142.68,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,840",No Feature,100,50,16.50,8.50,1263,1156,,113,107,0.05,200,12157.592,8138.912,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,841",No Feature,100,50,16.50,8.50,1284,1155,,93,129,0.05,200,12160.104,8135.144,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,842",No Feature,100,50,16.50,8.50,1256,1146,,109,110,0.05,200,12162.616,8131.376,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,843",No Feature,100,50,16.50,8.50,1275,1148,,94,127,0.05,200,12165.128,8127.608,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,844",No Feature,100,50,16.50,8.50,1255,1151,,115,104,0.05,200,12167.64,8123.84,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,845",No Feature,100,50,16.50,8.50,1271,1151,,99,120,0.05,200,12170.152,8120.072,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,846",No Feature,100,50,16.50,8.50,1256,1134,,97,122,0.05,200,12172.664,8116.304,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,847",No Feature,100,50,16.50,8.50,1252,1158,,125,94,0.05,200,12175.176,8112.536,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,848",No Feature,100,50,16.50,8.50,1286,1163,,96,123,0.05,200,12177.688,8108.768,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,849",No Feature,100,50,16.50,8.50,1258,1140,,100,118,0.05,200,12180.2,8105,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,850",No Feature,100,50,16.50,8.50,1254,1156,,119,98,0.05,200,12182.712,8101.232,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,851",No Feature,100,50,16.50,8.50,1267,1162,,110,105,0.05,200,12185.224,8097.464,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,852",No Feature,100,50,16.50,8.50,1267,1142,,93,125,0.05,200,12187.736,8093.696,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,853",No Feature,100,50,16.50,8.50,1238,1156,,140,82,0.05,200,12190.248,8089.928,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,854",D,100,50,16.50,8.50,1238,1155,,137,83,0.05,200,12192.76,8086.16,AA,-39,,,,,0,0,,0,No,10,C_CW,30,0.13,12
"129,855",No Feature,100,50,16.50,8.50,1242,1156,,131,86,0.05,200,12195.272,8082.392,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,856",No Feature,100,50,16.50,8.50,1267,1171,,116,96,0.05,200,12197.784,8078.624,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,857",No Feature,100,50,16.50,8.50,1263,1181,,134,82,0.05,200,12200.296,8074.856,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,858",No Feature,100,50,16.50,8.50,1300,1188,,98,112,0.05,200,12202.808,8071.088,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,859",No Feature,100,50,16.50,8.50,1291,1160,,84,131,0.05,200,12205.32,8067.32,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,860",No Feature,100,50,16.50,8.50,1262,1149,,98,113,0.05,200,12207.832,8063.552,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,861",No Feature,100,50,16.50,8.50,1256,1139,,95,117,0.05,200,12210.344,8059.784,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,862",No Feature,100,50,16.50,8.50,1275,1162,,98,113,0.05,200,12212.856,8056.016,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,863",No Feature,100,50,16.50,8.50,1251,1127,,89,124,0.05,200,12215.368,8052.248,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,864",No Feature,100,50,16.50,8.50,1278,1156,,91,122,0.05,200,12217.88,8048.48,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,865",No Feature,100,50,16.50,8.50,1275,1148,,88,127,0.05,200,12220.392,8044.712,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,866",No Feature,100,50,16.50,8.50,1271,1145,,89,126,0.05,200,12222.904,8040.944,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,867",No Feature,100,50,16.50,8.50,1267,1142,,90,125,0.05,200,12225.416,8037.176,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,868",No Feature,100,50,16.50,8.50,1254,1124,,86,130,0.05,200,12227.928,8033.408,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,869",No Feature,100,50,16.50,8.50,1248,1135,,99,113,0.05,200,12230.44,8029.64,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,870",No Feature,100,50,16.50,8.50,1269,1141,,88,128,0.05,200,12232.952,8025.872,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,871",No Feature,100,50,16.50,8.50,1247,1119,,88,128,0.05,200,12235.464,8022.104,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,872",No Feature,100,50,16.50,8.50,1280,1152,,89,128,0.05,200,12237.976,8018.336,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"129,873",No Feature,100,50,16.50,8.50,1265,1143,,93,122,0.05,200,12240.488,8014.568,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
