length (m),F_geo,V_trn,I_trn,V_out,I_out,E_pon,E_poff,E_crit,_IR_cips,IR_cips,A_scan,R_gb,R_t2m,R_t3m,D_dcvg,D_olre,F_type,F_id,D_clas,D_len,D_erf,D_dept,SRF_loc,N_ocd,S_srb,T_opr,C_pipe,Y_pipe,S_CR,Decision
"122,170",No Feature,100,100,16.50,8.50,0,0,,0,0,4.17,100,7561.156,5689.684,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,171",No Feature,100,100,16.50,8.50,0,0,,0,0,4.17,100,7568.692,5700.988,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,172",No Feature,100,100,16.50,8.50,0,0,,0,0,4.17,100,7576.228,5712.292,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,173",No Feature,100,100,16.50,8.50,0,0,,0,0,4.17,100,7583.764,5723.596,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,174",No Feature,100,100,16.50,8.50,0,0,,0,0,4.17,100,7591.3,5734.9,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,175",TP122+175,100,100,16.50,8.50,0,0,,0,0,2.89,100,7598.836,5746.204,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,176",No Feature,100,100,16.50,8.50,0,0,,0,0,2.89,100,7606.372,5757.508,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,177",No Feature,100,100,16.50,8.50,0,0,,0,0,2.89,100,7613.908,5768.812,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,178",No Feature,100,100,16.50,8.50,0,0,,0,0,2.89,100,7621.444,5780.116,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,179",No Feature,100,100,16.50,8.50,0,0,,0,0,2.89,100,7628.98,5791.42,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,180",No Feature,100,100,16.50,8.50,0,0,,0,0,0.05,100,7636.516,5802.724,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,181",No Feature,100,100,16.50,8.50,0,0,,0,0,0.05,100,7644.052,5814.028,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,182",No Feature,100,100,16.50,8.50,0,0,,0,0,0.05,100,7651.588,5825.332,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,183",No Feature,100,100,16.50,8.50,0,0,,0,0,0.05,100,7659.124,5836.636,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,184",No Feature,100,100,16.50,8.50,0,0,,0,0,0.05,100,7666.66,5847.94,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,185",No Feature,100,100,16.50,8.50,0,0,,0,0,3.18,100,7674.196,5859.244,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,186",No Feature,100,100,16.50,8.50,0,0,,0,0,3.18,100,7681.732,5870.548,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,187",No Feature,100,100,16.50,8.50,0,0,,0,0,3.18,100,7689.268,5881.852,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,188",No Feature,100,100,16.50,8.50,0,0,,0,0,3.18,100,7696.804,5893.156,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,189",No Feature,100,100,16.50,8.50,0,0,,0,0,3.18,100,7704.34,5904.46,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,190",No Feature,100,100,16.50,8.50,0,0,,0,0,4.39,100,7711.876,5915.764,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,191",No Feature,100,100,16.50,8.50,0,0,,0,0,4.39,100,7719.412,5927.068,AA,-16,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,2
"122,192",No Feature,100,100,16.50,8.50,0,0,,0,0,4.39,100,7726.948,5938.372,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,193",No Feature,100,100,16.50,8.50,0,0,,0,0,4.39,100,7734.484,5949.676,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,194",No Feature,100,100,16.50,8.50,0,0,,0,0,4.39,100,7742.02,5960.98,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,195",No Feature,100,100,16.50,8.50,0,0,,0,0,3.22,100,7749.556,5972.284,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,196",No Feature,100,100,16.50,8.50,0,0,,0,0,3.22,100,7757.092,5983.588,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,197",No Feature,100,100,16.50,8.50,0,0,,0,0,3.22,100,7764.628,5994.892,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,198",No Feature,100,100,16.50,8.50,0,0,,0,0,3.22,100,7772.164,6006.196,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,199",No Feature,100,100,16.50,8.50,0,0,,0,0,3.22,100,7779.7,6017.5,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,200",TP122+200,100,100,16.50,8.50,0,0,,0,0,3.86,100,7787.236,6028.804,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,201",No Feature,100,100,16.50,8.50,0,0,,0,0,3.86,100,7794.772,6040.108,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,202",No Feature,100,100,16.50,8.50,0,0,,0,0,3.86,100,7802.308,6051.412,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,203",No Feature,100,100,16.50,8.50,0,0,,0,0,3.86,100,7809.844,6062.716,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,204",No Feature,100,100,16.50,8.50,0,0,,0,0,3.86,100,7817.38,6074.02,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,205",No Feature,100,100,16.50,8.50,0,0,,0,0,3.81,100,7824.916,6085.324,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,206",No Feature,100,100,16.50,8.50,0,0,,0,0,3.81,100,7832.452,6096.628,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,207",No Feature,100,100,16.50,8.50,0,0,,0,0,3.81,100,7839.988,6107.932,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,208",No Feature,100,100,16.50,8.50,0,0,,0,0,3.81,100,7847.524,6119.236,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,209",No Feature,100,100,16.50,8.50,0,0,,0,0,3.81,100,7855.06,6130.54,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,210",No Feature,100,100,16.50,8.50,0,0,,0,0,5.26,100,7862.596,6141.844,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,211",No Feature,100,100,16.50,8.50,0,0,,0,0,5.26,100,7870.132,6153.148,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,212",No Feature,100,100,16.50,8.50,0,0,,0,0,5.26,100,7877.668,6164.452,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,213",No Feature,100,100,16.50,8.50,0,0,,0,0,5.26,100,7885.204,6175.756,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,214",No Feature,100,100,16.50,8.50,0,0,,0,0,5.26,100,7892.74,6187.06,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,215",No Feature,100,100,16.50,8.50,0,0,,0,0,6.59,100,7900.276,6198.364,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,216",No Feature,100,100,16.50,8.50,0,0,,0,0,6.59,100,7907.812,6209.668,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,217",No Feature,100,100,16.50,8.50,0,0,,0,0,6.59,100,7915.348,6220.972,AC,-32,,,,,0,0,,0,No,10,C_CW,30,0.13,2
"122,218",No Feature,100,100,16.50,8.50,0,0,,0,0,6.59,100,7922.884,6232.276,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,219",No Feature,100,100,16.50,8.50,0,0,,0,0,6.59,100,7930.42,6243.58,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,220",No Feature,100,100,16.50,8.50,0,0,,0,0,13.27,100,7937.956,6254.884,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,221",No Feature,100,100,16.50,8.50,0,0,,0,0,13.27,100,7945.492,6266.188,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,222",No Feature,100,100,16.50,8.50,0,0,,0,0,13.27,100,7953.028,6277.492,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,223",No Feature,100,100,16.50,8.50,0,0,,0,0,13.27,100,7960.564,6288.796,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,224",No Feature,100,100,16.50,8.50,0,0,,0,0,13.27,100,7968.1,6300.1,AA,-18,,,,,0,0,,0,No,10,C_CW,30,0.13,2
"122,225",TP122+225,100,100,16.50,8.50,0,0,,0,0,5.59,100,7975.636,6311.404,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,226",No Feature,100,100,16.50,8.50,0,0,,0,0,5.59,100,7983.172,6322.708,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,227",No Feature,100,100,16.50,8.50,0,0,,0,0,5.59,100,7990.708,6334.012,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,228",No Feature,100,100,16.50,8.50,0,0,,0,0,5.59,100,7998.244,6345.316,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,229",No Feature,100,100,16.50,8.50,0,0,,0,0,5.59,100,8005.78,6356.62,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,230",No Feature,100,100,16.50,8.50,0,0,,0,0,7.16,100,8013.316,6367.924,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,231",No Feature,100,100,16.50,8.50,0,0,,0,0,7.16,100,8020.852,6379.228,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,232",No Feature,100,100,16.50,8.50,0,0,,0,0,7.16,100,8028.388,6390.532,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,233",No Feature,100,100,16.50,8.50,0,0,,0,0,7.16,100,8035.924,6401.836,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,234",No Feature,100,100,16.50,8.50,0,0,,0,0,7.16,100,8043.46,6413.14,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,235",No Feature,100,100,16.50,8.50,0,0,,0,0,8.79,100,8050.996,6424.444,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,236",No Feature,100,100,16.50,8.50,0,0,,0,0,8.79,100,8058.532,6435.748,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,237",No Feature,100,100,16.50,8.50,0,0,,0,0,8.79,100,8066.068,6447.052,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,238",No Feature,100,100,16.50,8.50,0,0,,0,0,8.79,100,8073.604,6458.356,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,239",No Feature,100,100,16.50,8.50,0,0,,0,0,8.79,100,8081.14,6469.66,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,240",No Feature,100,100,16.50,8.50,0,0,,0,0,8.49,100,8088.676,6480.964,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,241",No Feature,100,100,16.50,8.50,0,0,,0,0,8.49,100,8096.212,6492.268,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,242",No Feature,100,100,16.50,8.50,0,0,,0,0,8.49,100,8103.748,6503.572,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,243",No Feature,100,100,16.50,8.50,0,0,,0,0,8.49,100,8111.284,6514.876,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,244",No Feature,100,100,16.50,8.50,0,0,,0,0,8.49,100,8118.82,6526.18,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,245",No Feature,100,100,16.50,8.50,0,0,,0,0,7.14,100,8126.356,6537.484,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,246",No Feature,100,100,16.50,8.50,0,0,,0,0,7.14,100,8133.892,6548.788,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,247",No Feature,100,100,16.50,8.50,0,0,,0,0,7.14,100,8141.428,6560.092,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,248",No Feature,100,100,16.50,8.50,0,0,,0,0,7.14,100,8148.964,6571.396,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,249",No Feature,100,100,16.50,8.50,0,0,,0,0,7.14,100,8156.5,6582.7,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,250",TP122+250,100,100,16.50,8.50,0,0,,0,0,9.23,100,8164.036,6594.004,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,251",No Feature,100,100,16.50,8.50,0,0,,0,0,9.23,100,8171.572,6605.308,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,252",No Feature,100,100,16.50,8.50,0,0,,0,0,9.23,100,8179.108,6616.612,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,253",No Feature,100,100,16.50,8.50,0,0,,0,0,9.23,100,8186.644,6627.916,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,254",No Feature,100,100,16.50,8.50,0,0,,0,0,9.23,100,8194.18,6639.22,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,255",No Feature,100,100,16.50,8.50,0,0,,0,0,9.67,100,8201.716,6650.524,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,256",No Feature,100,100,16.50,8.50,0,0,,0,0,9.67,100,8209.252,6661.828,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,257",No Feature,100,100,16.50,8.50,0,0,,0,0,9.67,100,8216.788,6673.132,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,258",No Feature,100,100,16.50,8.50,0,0,,0,0,9.67,100,8224.324,6684.436,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,259",No Feature,100,100,16.50,8.50,0,0,,0,0,9.67,100,8231.86,6695.74,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,260",No Feature,100,100,16.50,8.50,0,0,,0,0,10.39,100,8239.396,6707.044,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,261",No Feature,100,100,16.50,8.50,0,0,,0,0,10.39,100,8246.932,6718.348,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,262",No Feature,100,100,16.50,8.50,0,0,,0,0,10.39,100,8254.468,6729.652,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,263",No Feature,100,100,16.50,8.50,0,0,,0,0,10.39,100,8262.004,6740.956,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,264",No Feature,100,100,16.50,8.50,0,0,,0,0,10.39,100,8269.54,6752.26,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,265",No Feature,100,100,16.50,8.50,0,0,,0,0,7.67,100,8277.076,6763.564,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,266",No Feature,100,100,16.50,8.50,0,0,,0,0,7.67,100,8284.612,6774.868,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,267",No Feature,100,100,16.50,8.50,0,0,,0,0,7.67,100,8292.148,6786.172,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,268",No Feature,100,100,16.50,8.50,0,0,,0,0,7.67,100,8299.684,6797.476,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,269",No Feature,100,100,16.50,8.50,0,0,,0,0,7.67,100,8307.22,6808.78,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,270",No Feature,100,100,16.50,8.50,0,0,,0,0,7.01,100,8314.756,6820.084,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,271",No Feature,100,100,16.50,8.50,0,0,,0,0,7.01,100,8322.292,6831.388,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,272",No Feature,100,100,16.50,8.50,0,0,,0,0,7.01,100,8329.828,6842.692,AA,-16,,,,,0,0,,0,No,10,C_CW,30,0.13,2
"122,273",No Feature,100,100,16.50,8.50,0,0,,0,0,7.01,100,8337.364,6853.996,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,274",No Feature,100,100,16.50,8.50,0,0,,0,0,7.01,100,8344.9,6865.3,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,275",TP122+275,100,100,16.50,8.50,0,0,,0,0,3.04,100,8352.436,6876.604,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,276",No Feature,100,100,16.50,8.50,0,0,,0,0,3.04,100,8359.972,6887.908,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,277",No Feature,100,100,16.50,8.50,0,0,,0,0,3.04,100,8367.508,6899.212,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,278",No Feature,100,100,16.50,8.50,0,0,,0,0,3.04,100,8375.044,6910.516,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,279",No Feature,100,100,16.50,8.50,0,0,,0,0,3.04,100,8382.58,6921.82,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,280",No Feature,100,100,16.50,8.50,0,0,,0,0,6.42,100,8390.116,6933.124,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,281",No Feature,100,100,16.50,8.50,0,0,,0,0,6.42,100,8397.652,6944.428,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,282",No Feature,100,100,16.50,8.50,0,0,,0,0,6.42,100,8405.188,6955.732,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,283",No Feature,100,100,16.50,8.50,0,0,,0,0,6.42,100,8412.724,6967.036,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,284",No Feature,100,100,16.50,8.50,0,0,,0,0,6.42,100,8420.26,6978.34,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,285",No Feature,100,100,16.50,8.50,0,0,,0,0,5.81,100,8427.796,6989.644,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,286",No Feature,100,100,16.50,8.50,0,0,,0,0,5.81,100,8435.332,7000.948,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,287",No Feature,100,100,16.50,8.50,0,0,,0,0,5.81,100,8442.868,7012.252,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,288",No Feature,100,100,16.50,8.50,0,0,,0,0,5.81,100,8450.404,7023.556,AA,-11,,,,,0,0,,0,No,10,C_CW,30,0.13,2
"122,289",No Feature,100,100,16.50,8.50,0,0,,0,0,5.81,100,8457.94,7034.86,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,290",No Feature,100,100,16.50,8.50,0,0,,0,0,4.53,100,8465.476,7046.164,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,291",No Feature,100,100,16.50,8.50,0,0,,0,0,4.53,100,8473.012,7057.468,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,292",No Feature,100,100,16.50,8.50,0,0,,0,0,4.53,100,8480.548,7068.772,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,293",No Feature,100,100,16.50,8.50,0,0,,0,0,4.53,100,8488.084,7080.076,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,294",No Feature,100,100,16.50,8.50,0,0,,0,0,4.53,100,8495.62,7091.38,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,295",No Feature,100,100,16.50,8.50,0,0,,0,0,3.30,100,8503.156,7102.684,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,296",No Feature,100,100,16.50,8.50,0,0,,0,0,3.30,100,8510.692,7113.988,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,297",No Feature,100,100,16.50,8.50,0,0,,0,0,3.30,100,8518.228,7125.292,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,298",No Feature,100,100,16.50,8.50,0,0,,0,0,3.30,100,8525.764,7136.596,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,299",No Feature,100,100,16.50,8.50,0,0,,0,0,3.30,100,8533.3,7147.9,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,300",TP122+300,100,100,16.50,8.50,0,0,,0,0,3.94,100,8540.836,7159.204,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,301",No Feature,100,100,16.50,8.50,0,0,,0,0,3.94,100,8548.372,7170.508,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,302",No Feature,100,100,16.50,8.50,0,0,,0,0,3.94,100,8555.908,7181.812,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,303",No Feature,100,100,16.50,8.50,0,0,,0,0,3.94,100,8563.444,7193.116,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,304",No Feature,100,100,16.50,8.50,0,0,,0,0,3.94,100,8570.98,7204.42,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,305",No Feature,100,100,16.50,8.50,0,0,,0,0,4.08,100,8578.516,7215.724,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,306",No Feature,100,100,16.50,8.50,0,0,,0,0,4.08,100,8586.052,7227.028,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,307",No Feature,100,100,16.50,8.50,0,0,,0,0,4.08,100,8593.588,7238.332,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,308",No Feature,100,100,16.50,8.50,0,0,,0,0,4.08,100,8601.124,7249.636,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,309",No Feature,100,100,16.50,8.50,0,0,,0,0,4.08,100,8608.66,7260.94,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,310",No Feature,100,100,16.50,8.50,0,0,,0,0,0.05,100,8616.196,7272.244,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,311",No Feature,100,100,16.50,8.50,0,0,,0,0,0.05,100,8623.732,7283.548,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,312",No Feature,100,100,16.50,8.50,0,0,,0,0,0.05,100,8631.268,7294.852,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,313",No Feature,100,100,16.50,8.50,0,0,,0,0,0.05,100,8638.804,7306.156,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,314",No Feature,100,100,16.50,8.50,0,0,,0,0,0.05,100,8646.34,7317.46,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,315",No Feature,100,100,16.50,8.50,0,0,,0,0,5.16,100,8653.876,7328.764,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,316",No Feature,100,100,16.50,8.50,0,0,,0,0,5.16,100,8661.412,7340.068,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,317",No Feature,100,100,16.50,8.50,0,0,,0,0,5.16,100,8668.948,7351.372,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,318",No Feature,100,100,16.50,8.50,0,0,,0,0,5.16,100,8676.484,7362.676,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,319",No Feature,100,100,16.50,8.50,0,0,,0,0,5.16,100,8684.02,7373.98,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,320",No Feature,100,100,16.50,8.50,0,0,,0,0,4.04,100,8691.556,7385.284,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,321",No Feature,100,100,16.50,8.50,0,0,,0,0,4.04,100,8699.092,7396.588,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,322",No Feature,100,100,16.50,8.50,0,0,,0,0,4.04,100,8706.628,7407.892,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,323",No Feature,100,100,16.50,8.50,0,0,,0,0,4.04,100,8714.164,7419.196,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,324",No Feature,100,100,16.50,8.50,0,0,,0,0,4.04,100,8721.7,7430.5,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,325",TP122+325,100,100,16.50,8.50,0,0,,0,0,0.05,100,8729.236,7441.804,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,326",No Feature,100,100,16.50,8.50,0,0,,0,0,0.05,100,8736.772,7453.108,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,327",No Feature,100,100,16.50,8.50,0,0,,0,0,0.05,100,8744.308,7464.412,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,328",No Feature,100,100,16.50,8.50,0,0,,0,0,0.05,100,8751.844,7475.716,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,329",No Feature,100,100,16.50,8.50,0,0,,0,0,0.05,100,8759.38,7487.02,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,330",No Feature,100,100,16.50,8.50,0,0,,0,0,3.84,100,8766.916,7498.324,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,331",No Feature,100,100,16.50,8.50,0,0,,0,0,3.84,100,8774.452,7509.628,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,332",No Feature,100,100,16.50,8.50,0,0,,0,0,3.84,100,8781.988,7520.932,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,333",No Feature,100,100,16.50,8.50,0,0,,0,0,3.84,100,8789.524,7532.236,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,334",No Feature,100,100,16.50,8.50,0,0,,0,0,3.84,100,8797.06,7543.54,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,335",No Feature,100,100,16.50,8.50,0,0,,0,0,6.12,100,8804.596,7554.844,NC,0,Weld,Longitudinal seam,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,336",No Feature,100,100,16.50,8.50,0,0,,0,0,6.12,100,8812.132,7566.148,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,337",No Feature,100,100,16.50,8.50,0,0,,0,0,6.12,100,8819.668,7577.452,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,338",No Feature,100,100,16.50,8.50,0,0,,0,0,6.12,100,8827.204,7588.756,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,1
"122,339",No Feature,100,100,16.50,8.50,0,0,,0,0,6.12,100,8834.74,7600.06,AC,-17,,,,,0,0,,0,No,10,C_CW,30,0.13,2
